timestamp,symbol,side,order_type,price,quantity,order_id,trader_id
1764298682903,AAPL,SELL,MARKET,0.0,1000,1,1028
1764298682939,AAPL,BUY,LIMIT,149.95,200,2,1012
1764298682994,AAPL,BUY,LIMIT,149.96,5000,3,1084
1764298683034,AAPL,SELL,LIMIT,149.97,500,4,1014
1764298683066,AAPL,BUY,LIMIT,149.96,1000,5,1074
1764298683110,AAPL,BUY,LIMIT,149.88,200,6,1032
1764298683128,AAPL,BUY,LIMIT,149.86,500,7,1089
1764298683219,AAPL,SELL,LIMIT,149.99,100,8,1079
1764298683253,AAPL,SELL,MARKET,0.0,1000,9,1055
1764298683348,AAPL,SELL,LIMIT,150.11,200,10,1069
1764298683397,AAPL,BUY,LIMIT,149.92,1000,11,1068
1764298683474,AAPL,SELL,LIMIT,150.08,500,12,1046
1764298683514,AAPL,BUY,LIMIT,150.05,500,13,1063
1764298683609,AAPL,BUY,LIMIT,150.15,200,14,1010
1764298683683,AAPL,BUY,LIMIT,150.12,2000,15,1023
1764298683734,AAPL,SELL,MARKET,0.0,1000,16,1038
1764298683810,AAPL,BUY,LIMIT,150.16,2000,17,1033
1764298683872,AAPL,BUY,LIMIT,150.09,200,18,1100
1764298683886,AAPL,SELL,LIMIT,150.13,200,19,1072
1764298683909,AAPL,BUY,MARKET,0.0,200,20,1019
1764298683931,AAPL,SELL,LIMIT,150.2,1000,21,1027
1764298683982,AAPL,SELL,LIMIT,150.28,100,22,1072
1764298684027,AAPL,SELL,LIMIT,150.19,500,23,1055
1764298684092,AAPL,BUY,MARKET,0.0,1000,24,1047
1764298684164,AAPL,BUY,MARKET,0.0,200,25,1091
1764298684200,AAPL,SELL,LIMIT,150.23,1000,26,1042
1764298684242,AAPL,SELL,MARKET,0.0,100,27,1007
1764298684328,AAPL,SELL,LIMIT,150.17,2000,28,1079
1764298684420,AAPL,BUY,MARKET,0.0,500,29,1077
1764298684508,AAPL,BUY,LIMIT,149.95,100,30,1082
1764298684587,AAPL,BUY,LIMIT,149.86,200,31,1041
1764298684608,AAPL,BUY,LIMIT,149.94,2000,32,1073
1764298684661,AAPL,SELL,LIMIT,149.93,1000,33,1002
1764298684669,AAPL,BUY,LIMIT,149.81,5000,34,1062
1764298684712,AAPL,SELL,LIMIT,149.87,5000,35,1057
1764298684755,AAPL,BUY,LIMIT,149.74,5000,36,1056
1764298684810,AAPL,SELL,LIMIT,149.95,500,37,1018
1764298684815,AAPL,BUY,LIMIT,149.82,5000,38,1010
1764298684851,AAPL,SELL,LIMIT,150.01,1000,39,1008
1764298684887,AAPL,BUY,LIMIT,149.82,2000,40,1056
1764298684961,AAPL,SELL,LIMIT,149.96,2000,41,1021
1764298685039,AAPL,SELL,LIMIT,149.91,5000,42,1029
1764298685098,AAPL,BUY,LIMIT,149.87,100,43,1059
1764298685193,AAPL,SELL,LIMIT,149.95,1000,44,1030
1764298685237,AAPL,BUY,LIMIT,149.76,500,45,1059
1764298685271,AAPL,BUY,LIMIT,149.77,500,46,1018
1764298685285,AAPL,SELL,MARKET,0.0,200,47,1004
1764298685292,AAPL,BUY,MARKET,0.0,200,48,1087
1764298685379,AAPL,SELL,LIMIT,149.94,200,49,1097
1764298685392,AAPL,SELL,LIMIT,149.93,2000,50,1011
1764298685410,AAPL,SELL,LIMIT,149.97,100,51,1043
1764298685453,AAPL,SELL,MARKET,0.0,2000,52,1098
1764298685531,AAPL,BUY,LIMIT,149.75,2000,53,1042
1764298685545,AAPL,SELL,LIMIT,149.89,500,54,1093
1764298685596,AAPL,SELL,LIMIT,149.82,2000,55,1036
1764298685607,AAPL,SELL,LIMIT,149.78,200,56,1099
1764298685615,AAPL,SELL,LIMIT,149.75,2000,57,1009
1764298685685,AAPL,SELL,LIMIT,149.72,100,58,1049
1764298685712,AAPL,SELL,LIMIT,149.81,2000,59,1100
1764298685770,AAPL,BUY,LIMIT,149.82,200,60,1039
1764298685865,AAPL,SELL,LIMIT,149.99,5000,61,1099
1764298685912,AAPL,SELL,LIMIT,149.99,1000,62,1026
1764298685920,AAPL,SELL,LIMIT,150.02,100,63,1003
1764298685952,AAPL,SELL,LIMIT,149.99,500,64,1072
1764298686051,AAPL,SELL,LIMIT,149.91,100,65,1080
1764298686106,AAPL,BUY,MARKET,0.0,1000,66,1059
1764298686206,AAPL,SELL,MARKET,0.0,200,67,1055
1764298686241,AAPL,BUY,LIMIT,149.71,100,68,1022
1764298686327,AAPL,SELL,LIMIT,149.8,100,69,1012
1764298686378,AAPL,SELL,MARKET,0.0,100,70,1037
1764298686433,AAPL,BUY,MARKET,0.0,5000,71,1060
1764298686469,AAPL,SELL,LIMIT,149.88,100,72,1040
1764298686531,AAPL,SELL,MARKET,0.0,200,73,1035
1764298686597,AAPL,BUY,MARKET,0.0,100,74,1093
1764298686673,AAPL,BUY,LIMIT,149.77,2000,75,1017
1764298686765,AAPL,BUY,MARKET,0.0,5000,76,1033
1764298686848,AAPL,SELL,LIMIT,149.84,500,77,1062
1764298686866,AAPL,SELL,MARKET,0.0,100,78,1034
1764298686907,AAPL,BUY,LIMIT,149.69,1000,79,1048
1764298686997,AAPL,SELL,LIMIT,149.92,5000,80,1073
1764298687001,AAPL,SELL,LIMIT,149.95,2000,81,1080
1764298687098,AAPL,SELL,LIMIT,149.87,500,82,1051
1764298687102,AAPL,BUY,MARKET,0.0,200,83,1052
1764298687173,AAPL,BUY,LIMIT,149.68,5000,84,1033
1764298687207,AAPL,BUY,LIMIT,149.76,5000,85,1082
1764298687217,AAPL,BUY,LIMIT,149.7,100,86,1002
1764298687284,AAPL,BUY,MARKET,0.0,2000,87,1072
1764298687288,AAPL,SELL,LIMIT,149.78,500,88,1001
1764298687324,AAPL,BUY,LIMIT,149.72,200,89,1023
1764298687400,AAPL,BUY,LIMIT,149.67,200,90,1008
1764298687475,AAPL,SELL,LIMIT,149.84,500,91,1071
1764298687513,AAPL,BUY,LIMIT,149.67,500,92,1070
1764298687533,AAPL,SELL,MARKET,0.0,200,93,1037
1764298687542,AAPL,BUY,LIMIT,149.6,200,94,1022
1764298687565,AAPL,BUY,LIMIT,149.68,100,95,1006
1764298687595,AAPL,BUY,LIMIT,149.67,500,96,1011
1764298687692,AAPL,SELL,LIMIT,149.75,1000,97,1042
1764298687778,AAPL,BUY,LIMIT,149.67,1000,98,1047
1764298687828,AAPL,SELL,LIMIT,149.83,2000,99,1071
1764298687874,AAPL,SELL,LIMIT,149.87,1000,100,1003
1764298687961,AAPL,SELL,MARKET,0.0,1000,101,1094
1764298687974,AAPL,SELL,LIMIT,149.8,500,102,1099
1764298687988,AAPL,SELL,LIMIT,149.83,200,103,1000
1764298688073,AAPL,SELL,LIMIT,149.77,100,104,1068
1764298688100,AAPL,SELL,MARKET,0.0,1000,105,1075
1764298688156,AAPL,SELL,LIMIT,149.75,200,106,1062
1764298688167,AAPL,BUY,LIMIT,149.65,5000,107,1041
1764298688248,AAPL,SELL,LIMIT,149.75,200,108,1030
1764298688249,AAPL,BUY,LIMIT,149.78,100,109,1044
