timestamp,symbol,side,order_type,price,quantity,order_id,trader_id
1764167400000,MSFT,BUY,LIMIT,483.0,16951,1,1000
1764167400000,MSFT,SELL,LIMIT,486.25,16951,2,1001
1764167460000,MSFT,BUY,LIMIT,482.1499938964844,1192,3,1000
1764167460000,MSFT,SELL,LIMIT,483.9599914550781,1192,4,1001
1764167520000,MSFT,BUY,LIMIT,481.69500732421875,1001,5,1000
1764167520000,MSFT,SELL,LIMIT,483.7799987792969,1001,6,1001
1764167580000,MSFT,BUY,LIMIT,482.4800109863281,1026,7,1000
1764167580000,MSFT,SELL,LIMIT,483.5899963378906,1026,8,1001
1764167640000,MSFT,BUY,LIMIT,482.4100036621094,878,9,1000
1764167640000,MSFT,SELL,LIMIT,483.531494140625,878,10,1001
1764167700000,MSFT,BUY,LIMIT,482.8699951171875,700,11,1000
1764167700000,MSFT,SELL,LIMIT,483.85980224609375,700,12,1001
1764167760000,MSFT,BUY,LIMIT,482.25299072265625,552,13,1000
1764167760000,MSFT,SELL,LIMIT,483.2900085449219,552,14,1001
1764167820000,MSFT,BUY,LIMIT,482.1000061035156,766,15,1000
1764167820000,MSFT,SELL,LIMIT,482.8080139160156,766,16,1001
1764167880000,MSFT,BUY,LIMIT,481.55010986328125,1139,17,1000
1764167880000,MSFT,SELL,LIMIT,482.5664978027344,1139,18,1001
1764167940000,MSFT,BUY,LIMIT,482.20001220703125,435,19,1000
1764167940000,MSFT,SELL,LIMIT,482.9800109863281,435,20,1001
1764168000000,MSFT,BUY,LIMIT,482.0199890136719,538,21,1000
1764168000000,MSFT,SELL,LIMIT,483.2699890136719,538,22,1001
1764168060000,MSFT,BUY,LIMIT,482.19000244140625,768,23,1000
1764168060000,MSFT,SELL,LIMIT,482.8999938964844,768,24,1001
1764168120000,MSFT,BUY,LIMIT,481.8200988769531,913,25,1000
1764168120000,MSFT,SELL,LIMIT,482.8399963378906,913,26,1001
1764168180000,MSFT,BUY,LIMIT,482.4801025390625,698,27,1000
1764168180000,MSFT,SELL,LIMIT,483.44000244140625,698,28,1001
1764168240000,MSFT,BUY,LIMIT,482.70001220703125,683,29,1000
1764168240000,MSFT,SELL,LIMIT,484.0799865722656,683,30,1001
1764168300000,MSFT,BUY,LIMIT,483.69000244140625,846,31,1000
1764168300000,MSFT,SELL,LIMIT,484.5150146484375,846,32,1001
1764168360000,MSFT,BUY,LIMIT,483.75,647,33,1000
1764168360000,MSFT,SELL,LIMIT,484.5400085449219,647,34,1001
1764168420000,MSFT,BUY,LIMIT,484.1099853515625,677,35,1000
1764168420000,MSFT,SELL,LIMIT,484.8999938964844,677,36,1001
1764168480000,MSFT,BUY,LIMIT,483.6000061035156,512,37,1000
1764168480000,MSFT,SELL,LIMIT,484.5899963378906,512,38,1001
1764168540000,MSFT,BUY,LIMIT,483.1401062011719,496,39,1000
1764168540000,MSFT,SELL,LIMIT,483.6700134277344,496,40,1001
1764168600000,MSFT,BUY,LIMIT,483.2799987792969,327,41,1000
1764168600000,MSFT,SELL,LIMIT,483.6769104003906,327,42,1001
1764168660000,MSFT,BUY,LIMIT,482.79998779296875,395,43,1000
1764168660000,MSFT,SELL,LIMIT,483.57818603515625,395,44,1001
1764168720000,MSFT,BUY,LIMIT,482.8399963378906,333,45,1000
1764168720000,MSFT,SELL,LIMIT,483.3511962890625,333,46,1001
1764168780000,MSFT,BUY,LIMIT,483.04998779296875,643,47,1000
1764168780000,MSFT,SELL,LIMIT,483.6300048828125,643,48,1001
1764168840000,MSFT,BUY,LIMIT,483.091796875,547,49,1000
1764168840000,MSFT,SELL,LIMIT,483.57818603515625,547,50,1001
1764168900000,MSFT,BUY,LIMIT,483.17999267578125,315,51,1000
1764168900000,MSFT,SELL,LIMIT,483.79998779296875,315,52,1001
1764168960000,MSFT,BUY,LIMIT,483.04010009765625,523,53,1000
1764168960000,MSFT,SELL,LIMIT,483.6590881347656,523,54,1001
1764169020000,MSFT,BUY,LIMIT,482.55010986328125,328,55,1000
1764169020000,MSFT,SELL,LIMIT,483.5199890136719,328,56,1001
1764169080000,MSFT,BUY,LIMIT,482.44000244140625,344,57,1000
1764169080000,MSFT,SELL,LIMIT,483.2149963378906,344,58,1001
1764169140000,MSFT,BUY,LIMIT,482.239990234375,739,59,1000
1764169140000,MSFT,SELL,LIMIT,483.1099853515625,739,60,1001
1764169200000,MSFT,BUY,LIMIT,482.1000061035156,547,61,1000
1764169200000,MSFT,SELL,LIMIT,482.8399963378906,547,62,1001
1764169260000,MSFT,BUY,LIMIT,482.0799865722656,410,63,1000
1764169260000,MSFT,SELL,LIMIT,482.82000732421875,410,64,1001
1764169320000,MSFT,BUY,LIMIT,482.2799987792969,449,65,1000
1764169320000,MSFT,SELL,LIMIT,483.065185546875,449,66,1001
1764169380000,MSFT,BUY,LIMIT,482.6099853515625,490,67,1000
1764169380000,MSFT,SELL,LIMIT,483.07000732421875,490,68,1001
1764169440000,MSFT,BUY,LIMIT,482.8299865722656,670,69,1000
1764169440000,MSFT,SELL,LIMIT,483.3800048828125,670,70,1001
1764169500000,MSFT,BUY,LIMIT,482.69000244140625,1035,71,1000
1764169500000,MSFT,SELL,LIMIT,483.3500061035156,1035,72,1001
1764169560000,MSFT,BUY,LIMIT,482.7900085449219,274,73,1000
1764169560000,MSFT,SELL,LIMIT,483.2300109863281,274,74,1001
1764169620000,MSFT,BUY,LIMIT,483.19000244140625,272,75,1000
1764169620000,MSFT,SELL,LIMIT,483.8407897949219,272,76,1001
1764169680000,MSFT,BUY,LIMIT,483.75,533,77,1000
1764169680000,MSFT,SELL,LIMIT,487.9700012207031,533,78,1001
1764169740000,MSFT,BUY,LIMIT,484.0,456,79,1000
1764169740000,MSFT,SELL,LIMIT,484.3399963378906,456,80,1001
1764169800000,MSFT,BUY,LIMIT,483.739990234375,469,81,1000
1764169800000,MSFT,SELL,LIMIT,484.45001220703125,469,82,1001
1764169860000,MSFT,BUY,LIMIT,483.7200012207031,706,83,1000
1764169860000,MSFT,SELL,LIMIT,484.3900146484375,706,84,1001
1764169920000,MSFT,BUY,LIMIT,483.1499938964844,326,85,1000
1764169920000,MSFT,SELL,LIMIT,484.0899963378906,326,86,1001
1764169980000,MSFT,BUY,LIMIT,482.35009765625,648,87,1000
1764169980000,MSFT,SELL,LIMIT,483.4599914550781,648,88,1001
1764170040000,MSFT,BUY,LIMIT,482.2300109863281,309,89,1000
1764170040000,MSFT,SELL,LIMIT,482.9200134277344,309,90,1001
1764170100000,MSFT,BUY,LIMIT,482.4100036621094,210,91,1000
1764170100000,MSFT,SELL,LIMIT,483.1098937988281,210,92,1001
1764170160000,MSFT,BUY,LIMIT,482.4800109863281,353,93,1000
1764170160000,MSFT,SELL,LIMIT,483.1098937988281,353,94,1001
1764170220000,MSFT,BUY,LIMIT,482.6499938964844,182,95,1000
1764170220000,MSFT,SELL,LIMIT,482.9599914550781,182,96,1001
1764170280000,MSFT,BUY,LIMIT,482.2699890136719,385,97,1000
1764170280000,MSFT,SELL,LIMIT,483.0,385,98,1001
1764170340000,MSFT,BUY,LIMIT,481.8399963378906,516,99,1000
1764170340000,MSFT,SELL,LIMIT,482.55999755859375,516,100,1001
1764170400000,MSFT,BUY,LIMIT,481.9442138671875,226,101,1000
1764170400000,MSFT,SELL,LIMIT,482.75,226,102,1001
1764170460000,MSFT,BUY,LIMIT,481.29998779296875,377,103,1000
1764170460000,MSFT,SELL,LIMIT,482.1199951171875,377,104,1001
1764170520000,MSFT,BUY,LIMIT,481.260009765625,295,105,1000
1764170520000,MSFT,SELL,LIMIT,481.739990234375,295,106,1001
1764170580000,MSFT,BUY,LIMIT,481.2200012207031,261,107,1000
1764170580000,MSFT,SELL,LIMIT,481.6809997558594,261,108,1001
1764170640000,MSFT,BUY,LIMIT,481.25,259,109,1000
1764170640000,MSFT,SELL,LIMIT,481.7900085449219,259,110,1001
1764170700000,MSFT,BUY,LIMIT,481.2099914550781,304,111,1000
1764170700000,MSFT,SELL,LIMIT,481.70001220703125,304,112,1001
1764170760000,MSFT,BUY,LIMIT,481.3800048828125,293,113,1000
1764170760000,MSFT,SELL,LIMIT,482.69000244140625,293,114,1001
1764170820000,MSFT,BUY,LIMIT,482.55999755859375,487,115,1000
1764170820000,MSFT,SELL,LIMIT,483.2290954589844,487,116,1001
1764170880000,MSFT,BUY,LIMIT,482.9949951171875,382,117,1000
1764170880000,MSFT,SELL,LIMIT,483.4100036621094,382,118,1001
1764170940000,MSFT,BUY,LIMIT,483.0799865722656,370,119,1000
1764170940000,MSFT,SELL,LIMIT,483.4700012207031,370,120,1001
1764171000000,MSFT,BUY,LIMIT,483.29998779296875,343,121,1000
1764171000000,MSFT,SELL,LIMIT,483.6400146484375,343,122,1001
1764171060000,MSFT,BUY,LIMIT,483.3999938964844,396,123,1000
1764171060000,MSFT,SELL,LIMIT,483.6600036621094,396,124,1001
1764171120000,MSFT,BUY,LIMIT,483.6099853515625,391,125,1000
1764171120000,MSFT,SELL,LIMIT,484.135009765625,391,126,1001
1764171180000,MSFT,BUY,LIMIT,483.9700012207031,334,127,1000
1764171180000,MSFT,SELL,LIMIT,484.29998779296875,334,128,1001
1764171240000,MSFT,BUY,LIMIT,483.92999267578125,651,129,1000
1764171240000,MSFT,SELL,LIMIT,484.6700134277344,651,130,1001
1764171300000,MSFT,BUY,LIMIT,483.9649963378906,975,131,1000
1764171300000,MSFT,SELL,LIMIT,484.8699951171875,975,132,1001
1764171360000,MSFT,BUY,LIMIT,483.9389953613281,302,133,1000
1764171360000,MSFT,SELL,LIMIT,484.489990234375,302,134,1001
1764171420000,MSFT,BUY,LIMIT,483.44000244140625,231,135,1000
1764171420000,MSFT,SELL,LIMIT,483.9849853515625,231,136,1001
1764171480000,MSFT,BUY,LIMIT,483.55999755859375,368,137,1000
1764171480000,MSFT,SELL,LIMIT,484.010009765625,368,138,1001
1764171540000,MSFT,BUY,LIMIT,483.9100036621094,243,139,1000
1764171540000,MSFT,SELL,LIMIT,484.2298889160156,243,140,1001
1764171600000,MSFT,BUY,LIMIT,483.8599853515625,343,141,1000
1764171600000,MSFT,SELL,LIMIT,484.32000732421875,343,142,1001
1764171660000,MSFT,BUY,LIMIT,483.8399963378906,326,143,1000
1764171660000,MSFT,SELL,LIMIT,484.3349914550781,326,144,1001
1764171720000,MSFT,BUY,LIMIT,484.1300048828125,388,145,1000
1764171720000,MSFT,SELL,LIMIT,484.75,388,146,1001
1764171780000,MSFT,BUY,LIMIT,484.67999267578125,423,147,1000
1764171780000,MSFT,SELL,LIMIT,485.05999755859375,423,148,1001
1764171840000,MSFT,BUY,LIMIT,484.9599914550781,301,149,1000
1764171840000,MSFT,SELL,LIMIT,485.54998779296875,301,150,1001
1764171900000,MSFT,BUY,LIMIT,485.1600036621094,406,151,1000
1764171900000,MSFT,SELL,LIMIT,485.8999938964844,406,152,1001
1764171960000,MSFT,BUY,LIMIT,485.42999267578125,426,153,1000
1764171960000,MSFT,SELL,LIMIT,485.789306640625,426,154,1001
1764172020000,MSFT,BUY,LIMIT,485.05999755859375,307,155,1000
1764172020000,MSFT,SELL,LIMIT,485.54998779296875,307,156,1001
1764172080000,MSFT,BUY,LIMIT,485.32000732421875,370,157,1000
1764172080000,MSFT,SELL,LIMIT,485.5979919433594,370,158,1001
1764172140000,MSFT,BUY,LIMIT,485.4599914550781,394,159,1000
1764172140000,MSFT,SELL,LIMIT,485.69000244140625,394,160,1001
1764172200000,MSFT,BUY,LIMIT,485.2001037597656,379,161,1000
1764172200000,MSFT,SELL,LIMIT,485.8900146484375,379,162,1001
1764172260000,MSFT,BUY,LIMIT,484.9617919921875,420,163,1000
1764172260000,MSFT,SELL,LIMIT,485.8500061035156,420,164,1001
1764172320000,MSFT,BUY,LIMIT,484.1199951171875,565,165,1000
1764172320000,MSFT,SELL,LIMIT,485.17999267578125,565,166,1001
1764172380000,MSFT,BUY,LIMIT,483.9849853515625,399,167,1000
1764172380000,MSFT,SELL,LIMIT,484.3699035644531,399,168,1001
